Date,Open,High,Low,Close,Adj Close,Volume
3/9/2015,79.940002,79.940002,79.290001,79.389999,53.230587,109900
3/10/2015,78.5,78.5,77.769997,78.099998,52.365654,120400
3/11/2015,78.510002,78.540001,77.910004,78.199997,52.432701,97500
3/12/2015,79.190002,79.300003,78.25,78.43,52.586929,105500
3/13/2015,78.730003,78.790001,78.040001,78.669998,52.747845,85100
3/16/2015,78.989998,79.080002,77.769997,78.389999,52.560101,193300
3/17/2015,78.099998,78.779999,77.980003,78.650002,52.734428,146300
3/18/2015,79.120003,80.169998,78.580002,79.919998,53.58596,320500
3/19/2015,79.610001,79.629997,78.449997,78.910004,52.90876,306000
3/20/2015,79.839996,80.709999,79.839996,80.260002,53.813927,676300
3/23/2015,80.260002,80.260002,76.349998,76.93,51.581181,548800
3/24/2015,77.480003,77.709999,77.099998,77.330002,51.849365,299900
3/25/2015,77.419998,77.730003,76.730003,77.019997,51.641518,224000
3/26/2015,77.459999,77.639999,76.940002,77.199997,51.762211,349200
3/27/2015,77.919998,78.07,77.269997,77.410004,51.903015,197300
3/30/2015,78.349998,79.879997,78.349998,79.699997,53.438446,264300
3/31/2015,79.019997,80.089996,79.019997,79.690002,53.431751,155000
4/1/2015,80.019997,80.550003,79.900002,80.230003,53.793816,207600
4/2/2015,80.150002,80.559998,80.110001,80.199997,53.773697,114200
4/6/2015,80.639999,81.559998,80.639999,81.290001,54.504536,160800
4/7/2015,81.580002,82.169998,81.32,81.629997,54.732498,190200
4/8/2015,83.599998,84.900002,83.470001,84.610001,56.730579,296800
4/9/2015,85.489998,87.389999,85.489998,87.300003,58.534218,402900
4/10/2015,86.449997,87.269997,86.339996,86.970001,58.312958,203200
4/13/2015,88,88,86.639999,86.709999,58.138615,122900
4/14/2015,85.580002,86.370003,85.459999,86.190002,57.789967,131100
4/15/2015,87.25,88.220001,87.25,88.029999,59.023663,188300
4/16/2015,89.75,90.800003,89.57,90.57,60.726738,199200
4/17/2015,87.550003,88.849998,87.25,88.57,59.385738,194000
4/20/2015,88.190002,89.25,88.019997,88.589996,59.399143,215400
4/21/2015,89.970001,90.580002,89.879997,90,60.344543,152600
4/22/2015,90.660004,91.029999,90.230003,90.699997,60.813885,97100
4/23/2015,90.809998,91.440002,90.470001,91.139999,61.10891,126700
4/24/2015,91.779999,92,91.389999,91.730003,61.50452,101600
4/27/2015,94.019997,96.690002,94.019997,94.980003,63.683617,394600
4/28/2015,94.07,94.199997,93.080002,94.129997,63.113686,139400
4/29/2015,94.379997,96.459999,94.379997,96.410004,64.642426,230000
4/30/2015,94.010002,94.650002,93.620003,94.470001,63.341656,187500
5/1/2015,94.349998,95.440002,94.139999,94.879997,63.616558,189500
5/4/2015,94.900002,96.010002,94.900002,95.720001,64.179779,116500
5/5/2015,93.769997,94.269997,93.629997,94.139999,63.120396,160200
5/6/2015,93.449997,93.559998,91.559998,91.709999,61.491093,223000
5/7/2015,90.769997,91.260002,90.400002,90.830002,60.901062,277200
5/8/2015,91.690002,92.720001,91.349998,92.019997,61.698952,121400
5/11/2015,91.650002,91.809998,90.449997,90.470001,60.659664,198800
5/12/2015,89.089996,90.029999,88.699997,89.800003,60.210449,180700
5/13/2015,89.040001,89.309998,88.730003,89.010002,59.680763,157900
5/14/2015,89.190002,89.949997,89.190002,89.440002,59.969067,118800
5/15/2015,89.779999,90.709999,89.309998,90.559998,60.720016,145600
5/18/2015,88.360001,88.800003,88.029999,88.699997,59.472908,165300
5/19/2015,89.209999,89.209999,88.57,88.900002,59.606998,94800
5/20/2015,88.68,88.800003,88.220001,88.489998,59.332092,98000
5/21/2015,88.330002,88.480003,87.949997,88,59.003555,124500
5/22/2015,91.089996,91.43,90.919998,91.029999,61.03516,202700
5/26/2015,92.830002,93.050003,91.059998,91.620003,61.430744,246200
5/27/2015,91.580002,91.580002,90.779999,91.339996,61.243004,206800
5/28/2015,88.610001,89.059998,87.919998,88.639999,59.432678,218600
5/29/2015,88.120003,88.489998,87.57,87.669998,58.782288,133700
6/1/2015,87.93,88,87.089996,87.199997,58.467155,178600
6/2/2015,87.419998,87.900002,87.309998,87.519997,58.681717,113900
6/3/2015,87.339996,87.870003,87.07,87.480003,58.654903,92200
6/4/2015,86.970001,86.970001,85.32,86.309998,57.870422,246000
6/5/2015,84.220001,84.839996,83.730003,84.599998,56.723866,133200
6/8/2015,85.580002,86.169998,85.550003,85.620003,57.407776,105600
6/9/2015,83.239998,83.629997,83.230003,83.290001,57.024384,111400
6/10/2015,82.629997,83.139999,82.370003,82.519997,56.497204,192000
6/11/2015,82.639999,83.349998,82.519997,83.110001,56.901142,127800
6/12/2015,83.150002,83.57,83.07,83.230003,56.983303,63800
6/15/2015,82.239998,82.260002,81.519997,82.07,56.189102,136200
6/16/2015,80.949997,81.400002,80.449997,81.309998,55.668762,96600
6/17/2015,82.620003,82.879997,82.029999,82.540001,56.510887,113200
6/18/2015,83.660004,84.709999,83.660004,84.559998,57.893879,219800
6/19/2015,83.779999,84.43,83.709999,83.82,57.387234,164500
6/22/2015,84.860001,85.400002,84.739998,84.959999,58.167744,143900
6/23/2015,87.449997,88.599998,87.410004,88.389999,60.516087,234600
6/24/2015,88.349998,88.779999,87.760002,87.970001,60.228531,96300
6/25/2015,87.480003,87.709999,87.07,87.150002,59.667122,99300
6/26/2015,85.919998,86.190002,85.120003,85.449997,58.503208,116800
6/29/2015,84.300003,84.470001,83.5,83.519997,57.181843,113600
6/30/2015,85.629997,86.529999,85.449997,85.709999,58.681221,151600
7/1/2015,85.360001,85.900002,83.800003,84.169998,57.626865,253800
7/2/2015,84.639999,85.360001,84.209999,84.32,57.729565,113400
7/6/2015,83.660004,84.120003,82.669998,82.93,56.777905,155500
7/7/2015,80.389999,81.139999,78.480003,80.989998,55.44968,270300
7/8/2015,80,80.400002,78,78.440002,53.703831,421100
7/9/2015,79.550003,80,78.550003,78.599998,53.813374,182900
7/10/2015,80.410004,80.440002,79.400002,80.07,54.819805,108100
7/13/2015,80,80.410004,79.370003,79.550003,54.463787,91900
7/14/2015,78.699997,79.010002,78.550003,78.739998,53.909218,139100
7/15/2015,79.660004,80.050003,78.980003,79.129997,54.176231,136500
7/16/2015,79.709999,80.190002,79.709999,79.919998,54.717113,106900
7/17/2015,79.82,79.849998,79.150002,79.300003,54.292622,83200
7/20/2015,78.790001,78.93,78.120003,78.43,53.696987,119500
7/21/2015,78.709999,79.57,78.459999,78.620003,53.827068,130100
7/22/2015,77.959999,78.269997,77.620003,77.790001,53.258808,110400
7/23/2015,78.269997,78.339996,77.550003,77.82,53.279354,79500
7/24/2015,77.269997,77.269997,76.349998,76.629997,52.464615,97800
7/27/2015,73.989998,74.209999,73.199997,73.599998,50.390125,147000
7/28/2015,74.800003,75.529999,74.419998,75.370003,51.601955,132900
7/29/2015,75.68,77.160004,75.68,77,52.717934,186100
7/30/2015,76.050003,76.260002,75.629997,75.919998,51.978512,106800
7/31/2015,76,76,75.050003,75.209999,51.492409,60400
8/3/2015,74.529999,74.620003,73.879997,74.110001,50.7393,84000
8/4/2015,74.379997,74.669998,73.959999,74.400002,50.937855,89300
8/5/2015,75.400002,75.709999,74.519997,74.709999,51.150093,95200
8/6/2015,74.400002,74.589996,73.93,74.300003,50.869389,62600
8/7/2015,75,75.209999,74.169998,74.389999,50.931004,114000
8/10/2015,74.529999,75.68,74.529999,75.629997,51.779961,93300
8/11/2015,74.010002,74.209999,73.5,74.029999,50.684528,190100
8/12/2015,73.980003,74.690002,73.739998,74.690002,51.136398,103800
8/13/2015,74.910004,75.099998,74.510002,74.559998,51.04739,135600
8/14/2015,74.589996,74.889999,74.419998,74.639999,51.102161,81600
8/17/2015,73.860001,74.309998,73.690002,74.169998,50.78038,85000
8/18/2015,73.169998,73.510002,72.919998,73.190002,50.109421,106600
8/19/2015,72.040001,72.080002,70.559998,71.550003,48.986591,174500
8/20/2015,69.32,69.690002,68.730003,68.900002,47.172283,189800
8/21/2015,67.980003,68.220001,66.699997,66.699997,45.666058,143800
8/24/2015,63.369999,66.489998,63.290001,64.050003,43.851738,245700
8/25/2015,66,66.540001,63.540001,63.700001,43.61211,190300
8/26/2015,63.900002,64.580002,62.75,64.459999,44.132442,142200
8/27/2015,65.290001,67.510002,65.220001,67.269997,46.056305,239900
8/28/2015,66.970001,68.099998,66.970001,67.349998,46.111076,158800
8/31/2015,66.510002,68.260002,65.910004,67.360001,46.117928,159300
9/1/2015,64.419998,64.650002,63.34,63.580002,43.529961,218000
9/2/2015,64.150002,64.25,63.139999,64.07,43.865429,160500
9/3/2015,64.309998,65.559998,64.309998,64.779999,44.351532,192700
9/4/2015,61.689999,61.720001,60.700001,60.810001,41.63348,226000
9/8/2015,64.830002,66.489998,64.470001,65.300003,44.70755,729800
9/9/2015,68.75,69.550003,66.830002,66.889999,45.796143,813300
9/10/2015,67.080002,67.900002,66.690002,67.110001,45.946762,175600
9/11/2015,65.379997,65.580002,64.980003,65.459999,45.776131,157400
9/14/2015,65.5,65.709999,65.110001,65.5,45.804104,131200
9/15/2015,66.129997,66.919998,66.019997,66.769997,46.692211,190700
9/16/2015,67.940002,69.059998,67.82,68.989998,48.244659,145900
9/17/2015,67.860001,69.449997,67.730003,68.32,47.776131,151400
9/18/2015,66.760002,66.980003,65.769997,65.940002,47.080418,109600
9/21/2015,66.169998,66.82,65.709999,66.480003,47.465969,177900
9/22/2015,65.75,65.900002,64.849998,65.599998,46.83765,134700
9/23/2015,64.010002,64.160004,63.240002,63.349998,45.231182,154300
9/24/2015,62.139999,62.830002,61.540001,62.619999,44.709972,146400
9/25/2015,62.880001,62.880001,61.759998,61.869999,44.174477,119600
9/28/2015,61.5,61.5,60.389999,60.619999,43.28199,97300
9/29/2015,58.93,59.790001,58.139999,59.369999,42.389507,170700
9/30/2015,61.25,61.610001,60.669998,61.540001,43.938858,109700
10/1/2015,62,62.540001,61.459999,62.07,44.317272,177500
10/2/2015,61.84,63.970001,61.740002,63.970001,45.673851,127000
10/5/2015,65.199997,66.25,65.160004,66.110001,47.201786,144300
10/6/2015,66.07,66.989998,66.07,66.650002,47.587345,117800
10/7/2015,70.610001,71.050003,69.57,70.089996,50.043468,177300
10/8/2015,69.580002,71.209999,69.349998,71.139999,50.793148,169000
10/9/2015,71.07,71.07,69.690002,70,49.979206,122000
10/12/2015,72.32,72.400002,70.980003,71.099998,50.764595,129500
10/13/2015,71.300003,71.989998,70.599998,70.830002,50.571808,155100
10/14/2015,72.07,72.589996,71.480003,71.849998,51.300079,139800
10/15/2015,73.220001,73.769997,72,73.769997,52.670937,164900
10/16/2015,73.480003,74.129997,72.949997,73.879997,52.74947,147900
10/19/2015,74.459999,74.459999,73.389999,73.919998,52.778038,159400
10/20/2015,73.800003,74.419998,73.580002,73.93,52.785175,106000
10/21/2015,73.599998,73.699997,72.330002,72.480003,51.749905,116400
10/22/2015,72.610001,73.82,72.610001,73.720001,52.635239,110700
10/23/2015,75.410004,75.529999,74.639999,75.389999,53.827602,150800
10/26/2015,73.989998,73.989998,73.18,73.379997,52.392487,124600
10/27/2015,73.129997,73.32,72.610001,73.099998,52.19257,158200
10/28/2015,73.07,74.160004,72.110001,73.449997,52.442471,183400
10/29/2015,72.339996,72.559998,71.489998,72.25,51.585674,168000
10/30/2015,71.650002,72.610001,71.330002,72.080002,51.464306,120700
11/2/2015,71.57,72.639999,71.190002,72.360001,51.664219,144800
11/3/2015,72.419998,74.199997,72.400002,73.610001,52.556705,120900
11/4/2015,74.029999,74.18,72.790001,73.040001,52.149727,177700
11/5/2015,72.860001,73.410004,72.43,72.809998,51.985523,72300
11/6/2015,70.580002,70.970001,69.900002,70.769997,50.52898,86400
11/9/2015,70,70.230003,68.830002,69.269997,49.457989,150400
11/10/2015,68.75,68.860001,68.160004,68.529999,48.929642,121300
11/11/2015,68.290001,68.290001,66.870003,67.040001,47.865799,90400
11/12/2015,67.379997,68.779999,66.209999,67.389999,48.115692,157700
11/13/2015,65.300003,65.370003,64.089996,64.620003,46.137947,169300
11/16/2015,64.349998,65.940002,64.059998,65.879997,47.037575,160200
11/17/2015,64.849998,64.849998,63.860001,64.169998,45.81665,202700
11/18/2015,64.099998,64.830002,63.939999,64.68,46.18079,127700
11/19/2015,64.660004,65.529999,64.610001,65.080002,46.466385,103400
11/20/2015,64.989998,65.779999,64.730003,65.290001,46.616325,146800
11/23/2015,64.919998,65.370003,64.389999,64.5,46.052265,132700
11/24/2015,63.73,65.339996,63.709999,64.970001,46.387848,171100
11/25/2015,63.75,64.32,63.470001,64.010002,45.702412,167900
11/27/2015,61.759998,61.98,61.130001,61.610001,43.988838,101200
11/30/2015,61.450001,62.259998,61.299999,61.880001,44.181622,187200
12/1/2015,62.610001,63.25,62.509998,62.77,44.817066,145000
12/2/2015,62.75,63.049999,61.880001,62.169998,44.388672,127500
12/3/2015,62.099998,62.450001,61.52,61.66,44.024536,128100
12/4/2015,61.459999,62.080002,61.099998,61.759998,44.09594,133600
12/7/2015,60.349998,60.490002,58.360001,58.75,41.946827,193000
12/8/2015,57.709999,58.619999,57.360001,58.34,41.654102,119500
12/9/2015,58.419998,59.630001,58.119999,58.459999,41.739769,102900
12/10/2015,57.540001,57.880001,57,57.150002,40.804455,146800
12/11/2015,55.91,56.200001,55.470001,55.73,39.790585,163100
12/14/2015,55.869999,56.09,55.119999,55.91,39.919106,206000
12/15/2015,56.869999,58.220001,56.610001,57.82,41.282825,289100
12/16/2015,60.59,61.439999,59.740002,60.98,43.539024,250300
12/17/2015,61.09,61.09,59.439999,59.720001,42.6394,174700
12/18/2015,59.700001,60.080002,59.189999,59.740002,42.653687,197700
12/21/2015,59.75,59.82,58.919998,59.5,42.482323,191200
12/22/2015,59.759998,60.560001,59.560001,60.25,43.017815,189200
12/23/2015,62.59,63.639999,62.59,63.610001,45.416817,147300
12/24/2015,63.75,64.220001,63.630001,63.639999,45.438236,108300
12/28/2015,60.66,63.16,57.360001,61.09,43.617569,165500
12/29/2015,61.599998,61.84,61.099998,61.310001,43.774643,157600
12/30/2015,60.549999,61,60,60.040001,42.867874,136600
12/31/2015,59.779999,60.5,59.459999,59.98,42.825035,145100
1/4/2016,58.389999,58.630001,57.549999,58.380001,41.682652,240400
1/5/2016,58.509998,58.740002,58.099998,58.43,41.718353,83000
1/6/2016,56.619999,56.919998,55.810001,56.119999,40.069042,179600
1/7/2016,53.799999,55.419998,53.490002,53.709999,38.348331,222700
1/8/2016,55.470001,55.990002,54.43,54.48,38.898106,196800
1/11/2016,55.41,55.450001,53.950001,54.490002,38.905239,159500
1/12/2016,55.470001,55.639999,54,54.77,39.105156,168700
1/13/2016,55.27,55.959999,53.52,53.77,38.391167,134700
1/14/2016,53.810001,54.889999,53,54.810001,39.13372,190800
1/15/2016,50.52,51.029999,49.599998,50.610001,36.134964,223000
1/19/2016,53.130001,53.27,51.52,52.02,37.141689,196700
1/20/2016,49.639999,50.389999,48.279999,49.82,35.570919,177900
1/21/2016,50.919998,53,50.580002,52.220001,37.284489,185900
1/22/2016,54.43,54.849998,54.029999,54.779999,39.112297,138700
1/25/2016,54.43,54.970001,53.220001,53.389999,38.119854,120300
1/26/2016,53.32,54.66,52.860001,54.5,38.912373,168200
1/27/2016,53.59,55.169998,52.939999,53.880001,38.469707,183300
1/28/2016,54.369999,55.130001,53.720001,54.189999,38.691044,167100
1/29/2016,55.25,56.459999,54.98,56.310001,40.204697,179400
2/1/2016,54.709999,55.209999,54.43,54.91,39.205116,152900
2/2/2016,54.549999,54.599998,53.130001,53.360001,38.098434,191100
2/3/2016,54,55.950001,52.619999,55.799999,39.840565,163400
2/4/2016,56.110001,56.880001,55.16,55.759998,39.812004,225500
2/5/2016,55.869999,56.259998,54.619999,55.200001,39.412178,86500
2/8/2016,53.759998,54.23,52.509998,53.540001,38.226955,156200
2/9/2016,52.23,53.43,52.060001,52.91,37.777138,111000
2/10/2016,53.41,54.889999,53.27,53.540001,38.226955,94000
2/11/2016,51.040001,52.599998,50.950001,52.259998,37.313046,138000
2/12/2016,53.349998,55.040001,53.209999,55.009998,39.276512,99300
2/16/2016,56.029999,56.189999,55.290001,55.650002,39.733471,201900
2/17/2016,56.009998,57.619999,55.669998,57.310001,40.918694,193000
2/18/2016,57.189999,57.419998,56.209999,56.380001,40.254677,155300
2/19/2016,55.799999,56.150002,55.200001,56.139999,40.083324,157600
2/22/2016,56.939999,58.119999,56.939999,57.889999,41.332798,75700
2/23/2016,56.990002,57.240002,55.919998,56.130001,40.076187,100400
2/24/2016,54.43,56.07,53.740002,55.73,39.790585,146800
2/25/2016,54.790001,55.779999,54.380001,55.540001,39.65493,134200
2/26/2016,57.509998,58.07,57.009998,57.02,40.711639,112400
2/29/2016,56.990002,57.5,56.610001,56.869999,40.604534,96600
3/1/2016,58.759998,60.240002,58.639999,60.02,42.8536,154600
3/2/2016,60.900002,62.919998,60.59,62.689999,44.759949,213900
3/3/2016,61.599998,62.150002,61.310001,62.119999,44.352974,176600
3/4/2016,62.509998,64.120003,62.380001,63.869999,45.602455,140400
3/7/2016,63.290001,64.269997,63.200001,64.019997,45.709553,135300
3/8/2016,62.639999,62.68,61.560001,61.619999,43.995979,142900
3/9/2016,62.650002,63.380001,62.189999,62.580002,44.681408,111900
3/10/2016,63.07,63.169998,61.029999,62.110001,44.345833,98600
3/11/2016,63.549999,64.43,63.540001,64.339996,45.938026,117500
3/14/2016,62.93,63.009998,62.220001,62.57,44.674263,98300
3/15/2016,61.779999,62.82,61.330002,62.41,44.560032,109400
3/16/2016,61.610001,63.41,61.400002,63.330002,45.216904,92700
3/17/2016,62.5,64,62.139999,63.540001,45.366837,137100
3/18/2016,63.790001,64.260002,63.380001,63.48,45.323997,182700
3/21/2016,63.099998,63.349998,62.470001,62.740002,44.795654,111900
3/22/2016,61.84,62.639999,61.68,62.150002,44.374397,74200
3/23/2016,63.290001,63.380001,61.810001,61.810001,44.131638,135700
3/24/2016,60.43,61.380001,60.240002,61.34,43.796062,87300
3/28/2016,61.419998,61.939999,60.84,61.849998,44.160191,78400
3/29/2016,61.139999,63,60.669998,62.849998,44.874187,166400
3/30/2016,64.25,66.389999,64.120003,64.800003,46.266468,160400
3/31/2016,65.480003,66.059998,65.129997,65.150002,46.516361,157800
4/1/2016,64.089996,65.629997,64.07,65.349998,46.659153,89500
4/4/2016,65.449997,65.940002,63.93,64.190002,45.830933,83000
4/5/2016,63.259998,63.459999,62.740002,62.990002,44.974144,170100
4/6/2016,63.459999,65.199997,63.459999,65.190002,46.544918,205400
4/7/2016,64,64.059998,62.830002,63.18,45.109802,517200
4/8/2016,65.260002,65.889999,64.860001,65.040001,46.43782,223100
4/11/2016,66.339996,67,66.18,66.309998,47.344585,106700
4/12/2016,66.620003,68.040001,66.160004,67.699997,48.337029,118900
4/13/2016,69.919998,70.339996,69.239998,69.980003,49.964924,167900
4/14/2016,69.940002,69.989998,69.529999,69.879997,49.89352,103400
4/15/2016,67.910004,68.300003,67.709999,67.809998,48.415569,101100
4/18/2016,67.440002,69.160004,67.309998,68.889999,49.186676,121200
4/19/2016,68.879997,69.949997,68.519997,69.699997,49.765007,144100
4/20/2016,68.330002,70.080002,68.330002,69.389999,49.543671,104700
4/21/2016,70.25,70.629997,69.440002,70,49.979206,392800
4/22/2016,69.730003,70.580002,69.349998,69.82,49.850681,133100
4/25/2016,69.599998,69.599998,68.949997,69.300003,49.479416,122600
4/26/2016,70.599998,71.989998,70.510002,71.910004,51.342926,405900
4/27/2016,70.870003,72.309998,70.5,71.82,51.27866,217700
4/28/2016,71.650002,73.800003,71.650002,72.5,51.764172,182700
4/29/2016,71.260002,71.760002,69.879997,70.769997,50.52898,153400
5/2/2016,71.010002,71.010002,70.080002,70.480003,50.321926,112400
5/3/2016,69.120003,69.419998,68.269997,68.459999,48.879662,98700
5/4/2016,67.309998,67.720001,66.440002,67.089996,47.901497,189600
5/5/2016,67.400002,67.75,66.43,66.839996,47.722992,202400
5/6/2016,66.480003,67.650002,66.480003,67.18,47.965763,191400
5/9/2016,66.82,66.959999,65.43,65.949997,47.087547,161300
5/10/2016,66.629997,67.940002,66.510002,67.769997,48.387005,182800
5/11/2016,67.160004,67.720001,66.050003,66.900002,47.765842,131900
5/12/2016,67.07,67.230003,65.739998,66.169998,47.244629,109200
5/13/2016,65.739998,66.050003,64.610001,64.860001,46.309303,138200
5/16/2016,65.639999,67.25,65.639999,67.059998,47.880077,187800
5/17/2016,66.940002,67.150002,66.18,66.43,47.430264,149100
5/18/2016,66.410004,67.089996,65.489998,65.720001,46.923336,114200
5/19/2016,65.559998,65.879997,64.989998,65.529999,46.78767,88100
5/20/2016,66.379997,66.93,66.18,66.370003,47.387428,87400
5/23/2016,65.739998,65.919998,65.279999,65.389999,46.687717,85900
5/24/2016,65.589996,66.309998,65.589996,66.139999,47.223206,212000
5/25/2016,67.68,68.57,67.669998,68.190002,48.68689,111600
5/26/2016,68.830002,68.980003,68.330002,68.419998,48.851097,126700
5/27/2016,68.089996,68.279999,67.529999,68.150002,48.658329,84900
5/31/2016,68.239998,68.93,67.769997,68.25,48.729725,176000
6/1/2016,68.720001,69.620003,68.550003,69.389999,49.543671,214700
6/2/2016,69.059998,70.080002,69.050003,69.940002,49.936371,167800
6/3/2016,69.830002,70.029999,69.290001,69.629997,49.715027,72700
6/6/2016,70.199997,70.870003,69.879997,70.610001,50.414734,127300
6/7/2016,71.110001,71.580002,70.900002,71.5,51.050179,172700
6/8/2016,72.760002,73.379997,72.470001,73.059998,52.164013,167300
6/9/2016,72.230003,72.459999,72,72.25,51.585674,102800
6/10/2016,70.730003,70.860001,69.720001,70.089996,50.043468,126600
6/13/2016,69.040001,70.099998,68.739998,69.309998,49.486553,243100
6/14/2016,67.599998,67.870003,66.550003,67.470001,48.826557,125500
6/15/2016,68.25,69.25,68.150002,68.300003,49.427216,176400
6/16/2016,66.279999,67.370003,65.459999,67.089996,48.551559,246200
6/17/2016,67.059998,67.57,66.629997,67.279999,48.689056,166400
6/20/2016,68.970001,69.360001,68.529999,68.639999,49.673256,83200
6/21/2016,69.519997,70.379997,69.099998,70.120003,50.744297,93500
6/22/2016,70.800003,71.279999,70.269997,70.309998,50.881802,90700
6/23/2016,71.510002,72.25,71.339996,72.209999,52.256794,61800
6/24/2016,68.120003,68.919998,66.830002,67.040001,48.515377,93800
6/27/2016,67.489998,67.610001,66.419998,67.18,48.616692,180700
6/28/2016,69.220001,69.529999,68.57,69.5,50.295624,145700
6/29/2016,70.459999,71.589996,70.459999,71.269997,51.57653,71300
6/30/2016,71.739998,72.290001,71.330002,72,52.104816,229400
7/1/2016,72.360001,72.849998,72.07,72.550003,52.50285,133700
7/5/2016,70.879997,70.919998,69.75,70.160004,50.773254,67900
7/6/2016,69.239998,70.510002,68.75,70.459999,50.990356,113300
7/7/2016,70.690002,71.190002,69.489998,69.769997,50.491016,95800
7/8/2016,70.370003,71.129997,70.099998,70.860001,51.279831,89700
7/11/2016,72.110001,72.510002,71.959999,72.040001,52.13377,97900
7/12/2016,73.699997,74.589996,73.699997,74.309998,53.776508,159700
7/13/2016,74.339996,74.550003,73.580002,73.589996,53.25547,173800
7/14/2016,74.870003,75.510002,74.739998,75.059998,54.319271,100700
7/15/2016,74.970001,75.150002,74.459999,74.650002,54.022568,67800
7/18/2016,74.370003,75.260002,74.099998,75.209999,54.427826,57300
7/19/2016,73.970001,73.989998,73.230003,73.43,53.139683,111600
7/20/2016,73.339996,74.169998,73.300003,73.940002,53.508759,54600
7/21/2016,73.089996,73.160004,72.400002,72.580002,52.524555,80100
7/22/2016,72.839996,73.239998,72.650002,73.209999,52.980469,40000
7/25/2016,73.199997,73.199997,72.470001,72.480003,52.45219,63200
7/26/2016,73.550003,74.160004,73.550003,73.980003,53.537704,100400
7/27/2016,73.980003,74.199997,73.019997,73.580002,53.248226,62700
7/28/2016,72.739998,72.739998,71.949997,72.160004,52.220612,75000
7/29/2016,71.279999,72.089996,71.029999,71.809998,51.967312,121400
8/1/2016,71.769997,71.82,70.559998,70.690002,51.156799,88500
8/2/2016,70.82,71.099998,70.260002,70.940002,51.337723,85300
8/3/2016,70.760002,71.839996,70.709999,71.75,51.923901,105000
8/4/2016,71.489998,72.019997,71.300003,71.739998,51.91666,64100
8/5/2016,72.019997,72.169998,71.760002,72.120003,52.191673,109900
8/8/2016,71.879997,72.650002,71.599998,71.669998,51.866005,58700
8/9/2016,72.019997,72.489998,71.989998,72.169998,52.22784,169700
8/10/2016,72.199997,72.239998,71.300003,71.419998,51.685085,83800
8/11/2016,71.879997,72.330002,71.379997,72.160004,52.220612,69800
8/12/2016,72.010002,72.699997,72.010002,72.690002,52.604156,95800
8/15/2016,72.610001,72.980003,72.419998,72.870003,52.734421,150400
